cluster	SEQFID	genus	species	strain
cluster1720	SEQF1963	Haemophilus	aegyptius	ATCC 11116
cluster1167	SEQF1589	Streptococcus	pneumoniae	SP14-BS292
cluster952	SEQF1512	Escherichia	coli	O157:H7 str. EC4196
cluster3606	SEQF2943	Corynebacterium	tuberculostearicum	kpl1821
cluster2363	SEQF2290	Bacillus	subtilis	subsp. spizizenii TU-B-10
cluster3286	SEQF2774	Haemophilus	parahaemolyticus	HK385
cluster737	SEQF1362	Streptococcus	pyogenes	"M28 MGAS6180, ATCC BAA-1064"
cluster1592	SEQF1876	Treponema	denticola	SP33/F0465
cluster3019	SEQF2624	Rhodobacter	capsulatus	YW2
cluster2629	SEQF2395	Stenotrophomonas	maltophilia	Ab55555
cluster607	SEQF1311	Staphylococcus	aureus	COL
cluster2473	SEQF2324	Bacillus	subtilis	subsp. subtilis str. SC-8
cluster3833	SEQF3029	Corynebacterium	simulans	hmsc06g04
cluster3020	SEQF2624	Rhodobacter	capsulatus	YW2
cluster194	SEQF1096	Mycobacterium	tuberculosis	F11 (ExPEC)
cluster1977	SEQF2142	Neisseria	mucosa	C102
cluster1239	SEQF1642	Streptococcus	pneumoniae	ATCC 700669
cluster2817	SEQF2530	Fusobacterium	nucleatum subsp. animalis	21_1A
cluster267	SEQF1132	Mycobacterium	tuberculosis	KZN 605
cluster2194	SEQF2226	Streptococcus	pneumoniae	BS455
cluster2263	SEQF2268	Corynebacterium	diphtheriae	BH8
cluster2731	SEQF2478	Stenotrophomonas	maltophilia	EPM1
cluster3303	SEQF2788	Capnocytophaga	haemolytica	CCUG 32990
cluster235	SEQF1129	Mycobacterium	tuberculosis	H37Ra
cluster588	SEQF1301	Pseudomonas	fluorescens	Pf0-1
cluster2844	SEQF2537	Delftia	acidovorans	CCUG 274B
cluster2128	SEQF2199	Staphylococcus	aureus	A8796
cluster2966	SEQF2603	Ralstonia	pickettii	DTP0602
cluster834	SEQF1407	Streptococcus	pneumoniae	SP9-BS68
cluster547	SEQF1297	Pseudomonas	aeruginosa	PAO1
cluster2814	SEQF2528	Lactobacillus	paracasei	Lpp120
cluster545	SEQF1297	Pseudomonas	aeruginosa	PAO1
cluster921	SEQF1498	Eggerthella	lenta	"DSM 2243, VPI 0255"
cluster3745	SEQF2998	Corynebacterium	pilbarense	hmsc034a01
cluster2188	SEQF2222	Streptococcus	parasanguinis clade 721	ATCC 903
cluster3403	SEQF2853	Haematobacter	missouriensis	h2381
cluster2295	SEQF2275	Corynebacterium	diphtheriae	INCA 402
cluster1534	SEQF1846	Streptococcus	downei	F0415
cluster1558	SEQF1851	Acidipropionibacterium	acidifaciens	F0233
cluster1024	SEQF1531	Streptococcus	pneumoniae	SP195
cluster3761	SEQF3003	Corynebacterium	coyleae	hmsc055d05
cluster1028	SEQF1531	Streptococcus	pneumoniae	SP195
cluster3499	SEQF2889	Serratia	marcescens	rsc_14
cluster3008	SEQF2620	Rhodobacter	capsulatus	DE442
cluster1692	SEQF1942	Treponema	socranskii	ATCC 35535
cluster1007	SEQF1527	Streptococcus	pneumoniae	CDC3059-06
cluster844	SEQF1408	Escherichia	coli	0157:H7 str. Sakai
cluster2267	SEQF2269	Corynebacterium	diphtheriae	C7 (beta)
cluster2066	SEQF2181	Streptococcus	pyogenes	Alab49
cluster2457	SEQF2322	Agrobacterium	tumefaciens	CCNWGS0286
cluster986	SEQF1523	Streptococcus	pneumoniae	70585
cluster3095	SEQF2688	Prevotella	veroralis	JCM 6290
cluster1133	SEQF1569	Yersinia	pestis	biovar Orientalis str. PEXU2
cluster2507	SEQF2330	Neisseria	weaveri	ATCC 51223
cluster1831	SEQF2003	Streptococcus	mitis	SK597
cluster3157	SEQF2697	Pseudomonas	aeruginosa	ATCC 700888
cluster1046	SEQF1555	Yersinia	pestis	Angola
cluster3559	SEQF2913	Streptococcus	salivarius	jf
cluster2399	SEQF2299	Mycobacterium	tuberculosis	UT205
cluster177	SEQF1087	Agrobacterium	tumefaciens	biovar II K84
cluster2714	SEQF2452	Leptotrichia	sp. HMT 225	F0581
cluster1207	SEQF1619	Pseudomonas	aeruginosa	LESB58
cluster3885	SEQF3045	Corynebacterium	aurimucosum	hmsc035e02
cluster1306	SEQF1692	Streptococcus	anginosus	F0211
cluster1241	SEQF1645	Mycobacterium	leprae	Br4923
cluster398	SEQF1194	Escherichia	coli	CFT073
cluster342	SEQF1167	Agrobacterium	tumefaciens	"str. C58, ATCC 33970"
cluster2161	SEQF2207	Staphylococcus	epidermidis	M23864:W2(grey)
cluster3825	SEQF3027	Corynebacterium	accolens	kpl1996
cluster1718	SEQF1960	Enterobacter	hormaechei	ATCC 49162
cluster173	SEQF1087	Agrobacterium	tumefaciens	biovar II K84
cluster1486	SEQF1830	Staphylococcus	aureus	MN8
cluster103	SEQF1055	Yersinia	pestis	CO92
cluster3729	SEQF2993	Corynebacterium	tuberculostearicum	kpl1860
cluster2334	SEQF2286	Neisseria	meningitidis	H44/76
cluster1852	SEQF2029	Achromobacter	xylosoxidans	AXX-A
cluster2705	SEQF2444	Leptotrichia	sp. HMT 215	W9775
cluster1678	SEQF1933	Olsenella	profusa	F0195
cluster3620	SEQF2950	Corynebacterium	aurimucosum	hmsc074e01
cluster1001	SEQF1525	Streptococcus	pneumoniae	CDC1087-00
cluster3697	SEQF2980	Fusobacterium	nucleatum subsp. vincentii	hmsc064b12
cluster1257	SEQF1653	Capnocytophaga	granulosa	ATCC 51502
cluster1697	SEQF1944	Neisseria	sp. HMT 020	F0370
cluster2444	SEQF2308	Streptococcus	pneumoniae	ST556
cluster2777	SEQF2505	Peptoniphilus	lacrimalis	DSM 7455
cluster3533	SEQF2904	Brochothrix	thermosphacta	bth_7810
cluster948	SEQF1511	Escherichia	coli	O157:H7 str. EC4115
cluster2321	SEQF2283	Mycobacterium	tuberculosis	CTRI-2
cluster3275	SEQF2764	Mesorhizobium	loti	USDA 3471
cluster015	SEQF1016	Eikenella	corrodens	ATCC 23834
cluster1889	SEQF2048	Corynebacterium	diphtheriae	241
cluster2843	SEQF2537	Delftia	acidovorans	CCUG 274B
cluster1136	SEQF1569	Yersinia	pestis	biovar Orientalis str. PEXU2
cluster3685	SEQF2977	Corynebacterium	tuberculostearicum	kpl1856
cluster702	SEQF1346	Streptococcus	pneumoniae	R6
cluster2888	SEQF2565	Lactobacillus	brevis	KB290
cluster1946	SEQF2106	Klebsiella	pneumoniae	KCTC 2242
cluster3700	SEQF2981	Corynebacterium	aurimucosum	hmsc062a03
cluster606	SEQF1311	Staphylococcus	aureus	COL
cluster1522	SEQF1843	Streptococcus	salivarius	SK126
cluster1228	SEQF1639	Escherichia	coli	LF82
cluster3490	SEQF2888	Peptoniphilus	harei	acs_146_v_sch2b
cluster1262	SEQF1656	Prevotella	oris	F0302
cluster2867	SEQF2551	Lactobacillus	acidophilus	CIRM-BIA 442
cluster671	SEQF1335	Streptococcus	agalactiae	CJB111
cluster3783	SEQF3010	Corynebacterium	aurimucosum	hmsc078c09
cluster1838	SEQF2010	Streptococcus	sanguinis	SK115
cluster717	SEQF1356	Streptococcus	pyogenes	MGAS10270
cluster1932	SEQF2094	Lactobacillus	iners	LactinV 11V1-d
cluster3081	SEQF2676	Prevotella	denticola	JCM 13449
cluster1314	SEQF1703	Streptococcus	intermedius	F0413
cluster1435	SEQF1804	Staphylococcus	aureus	A5937
cluster2672	SEQF2422	Lysinibacillus	fusiformis	ZB2
cluster2127	SEQF2199	Staphylococcus	aureus	A8796
cluster463	SEQF1228	Haemophilus	influenzae	PittAA
cluster1600	SEQF1883	Fusobacterium	nucleatum subsp. animalis	F0419
cluster3211	SEQF2716	Burkholderia	cepacia	JBK9
cluster2441	SEQF2307	Streptococcus	pneumoniae	GA17457
cluster718	SEQF1356	Streptococcus	pyogenes	MGAS10270
cluster914	SEQF1493	Lactobacillus	casei	str. Zhang
cluster3001	SEQF2617	Prevotella	nigrescens	CC14M
cluster3088	SEQF2681	Prevotella	marshii	JCM 13450
cluster3237	SEQF2738	Tannerella	forsythia	"ATCC 43037, FDC 338"
cluster2342	SEQF2288	Neisseria	meningitidis	WUE 2594
cluster495	SEQF1262	Lactobacillus	paracasei	8700:02:00
cluster2771	SEQF2499	Lactobacillus	rhamnosus	LRHMDP2
cluster3565	SEQF2915	Corynebacterium	appendicis	"CIP_107643,DSM_44531"
cluster3107	SEQF2691	Cronobacter	sakazakii	ES15
cluster2432	SEQF2305	Streptococcus	pneumoniae	GA05578
cluster202	SEQF1099	Yersinia	pestis	Pestoides F
cluster2729	SEQF2478	Stenotrophomonas	maltophilia	EPM1
cluster213	SEQF1109	Neisseria	gonorrhoeae	NCCP11945
cluster1923	SEQF2079	Kingella	denitrificans	ATCC 33394
cluster3520	SEQF2896	Fusobacterium	sp. HMT 203	w7671
cluster3672	SEQF2970	Corynebacterium	urealyticum	hmsc22b11
cluster2713	SEQF2451	Alloscardovia	omnicolens	F0580
cluster1836	SEQF2008	Streptococcus	sanguinis	ATCC 29667
cluster1943	SEQF2104	Lactobacillus	plantarum	subsp. plantarum NC8
cluster3686	SEQF2977	Corynebacterium	tuberculostearicum	kpl1856
cluster065	SEQF1035	Mycobacterium	leprae	TN
cluster1326	SEQF1708	Bacillus	anthracis	A0248
cluster2423	SEQF2303	Streptococcus	pneumoniae	England14-9
cluster2227	SEQF2233	Streptococcus	pneumoniae	GA47901
cluster786	SEQF1395	Variovorax	paradoxus	S110
cluster2830	SEQF2536	Delftia	acidovorans	CCUG 15835
cluster3637	SEQF2955	Corynebacterium	simulans	hmsc06d04
cluster2149	SEQF2203	Staphylococcus	aureus	O46
cluster192	SEQF1096	Mycobacterium	tuberculosis	F11 (ExPEC)
cluster3054	SEQF2669	Cronobacter	sakazakii	680
cluster1204	SEQF1619	Pseudomonas	aeruginosa	LESB58
cluster758	SEQF1368	Lactobacillus	crispatus	JV-V01
cluster3351	SEQF2823	Aggregatibacter	actinomycetemcomitans	RhAA1
cluster3780	SEQF3009	Corynebacterium	aurimucosum	hmsc05d03
cluster3881	SEQF3044	Corynebacterium	striatum	hmsc05d08
cluster1370	SEQF1726	Streptococcus	pneumoniae	P1031
cluster3756	SEQF3002	Corynebacterium	simulans	hmsc077d03
cluster3304	SEQF2788	Capnocytophaga	haemolytica	CCUG 32990
cluster2092	SEQF2186	Yersinia	pestis	D182038
cluster2802	SEQF2517	Streptococcus	sobrinus	DSM 20742
cluster3740	SEQF2996	Corynebacterium	amycolatum	hmsc074c04
cluster1757	SEQF1978	Kytococcus	sedentarius	DSM 20547
cluster3378	SEQF2843	Fusobacterium	hwasookii	ChDC F128
cluster2226	SEQF2233	Streptococcus	pneumoniae	GA47901
cluster144	SEQF1069	Streptococcus	mutans	"UA159, ATCC 700610"
cluster2454	SEQF2321	Agrobacterium	tumefaciens	5A
cluster2221	SEQF2232	Streptococcus	pneumoniae	GA47368
cluster1729	SEQF1967	Lautropia	mirabilis	ATCC 51599
cluster1446	SEQF1806	Staphylococcus	aureus	A6224
cluster1350	SEQF1715	Klebsiella	pneumoniae	NTUH-K2044
cluster2409	SEQF2300	Stenotrophomonas	maltophilia	D457
cluster820	SEQF1404	Streptococcus	pneumoniae	SP23-BS72
cluster2436	SEQF2306	Streptococcus	pneumoniae	GA08825
cluster2152	SEQF2204	Staphylococcus	caprae	C87
cluster3087	SEQF2681	Prevotella	marshii	JCM 13450
cluster1269	SEQF1659	Neisseria	oralis	F0314
cluster3426	SEQF2864	Acinetobacter	radioresistens	wc_a_157
cluster093	SEQF1054	Yersinia	pestis	Antiqua JGI
cluster2067	SEQF2181	Streptococcus	pyogenes	Alab49
cluster3406	SEQF2854	Cupriavidus	gilardii	cr3
cluster1854	SEQF2029	Achromobacter	xylosoxidans	AXX-A
cluster3458	SEQF2876	Neisseria	macacae	atcc_33926
cluster1139	SEQF1569	Yersinia	pestis	biovar Orientalis str. PEXU2
cluster2016	SEQF2167	Pseudomonas	aeruginosa	M18
cluster055	SEQF1034	Mycobacterium	tuberculosis	H37Rv (lab strain)
cluster1472	SEQF1813	Staphylococcus	aureus	A9763
cluster3748	SEQF2999	Corynebacterium	striatum	hmsc06c06
cluster2346	SEQF2289	Bacillus	subtilis	subsp. spizizenii str. W23
cluster1174	SEQF1590	Streptococcus	pneumoniae	SP9v-BS293
cluster275	SEQF1139	Bacillus	anthracis	Tsiankovskii-I
cluster665	SEQF1330	Stenotrophomonas	maltophilia	R551-3
cluster618	SEQF1313	Staphylococcus	aureus	JH9
cluster1578	SEQF1867	Treponema	denticola	SP37/F0455
cluster1924	SEQF2080	Kingella	kingae	ATCC 23330
cluster1995	SEQF2159	Neisseria	lactamica	020-06
cluster3742	SEQF2996	Corynebacterium	amycolatum	hmsc074c04
cluster2836	SEQF2536	Delftia	acidovorans	CCUG 15835
cluster1412	SEQF1794	Neisseria	gonorrhoeae	DGI2
cluster1158	SEQF1588	Streptococcus	pneumoniae	BS458
cluster2362	SEQF2290	Bacillus	subtilis	subsp. spizizenii TU-B-10
cluster3625	SEQF2952	Corynebacterium	simulans	hmsc08c04
cluster2669	SEQF2421	Lactobacillus	crispatus	FB049-03
cluster3819	SEQF3026	Corynebacterium	accolens	kpl1998
cluster783	SEQF1395	Variovorax	paradoxus	S110
cluster3118	SEQF2695	Pseudomonas	otitidis	nan
cluster3612	SEQF2945	Corynebacterium	coyleae	hmsc034e11
cluster399	SEQF1195	Neisseria	flavescens	NRL30031/H210
cluster364	SEQF1183	Neisseria	polysaccharea	ATCC 43768
cluster2513	SEQF2332	Pseudomonas	fluorescens	A506
cluster3049	SEQF2643	Streptococcus	constellatus	subsp. constellatus SK53
cluster2337	SEQF2287	Neisseria	meningitidis	NZ-05/33
cluster3600	SEQF2942	Corynebacterium	amycolatum	hmsc064e08
cluster1418	SEQF1797	Prevotella	bivia	JCVIHMP010
cluster1384	SEQF1758	Haemophilus	influenzae	NT127
cluster3594	SEQF2939	Corynebacterium	aurimucosum	hmsc078a10
cluster3584	SEQF2936	Corynebacterium	aurimucosum	hmsc066c02
cluster2136	SEQF2201	Staphylococcus	aureus	A9754
cluster3358	SEQF2829	Aggregatibacter	actinomycetemcomitans	serotype f str. SC29R
cluster1812	SEQF1994	Rothia	dentocariosa	M567
cluster2015	SEQF2167	Pseudomonas	aeruginosa	M18
cluster2769	SEQF2498	Lactobacillus	plantarum	UCMA 3037
cluster1476	SEQF1814	Staphylococcus	aureus	A9765
cluster1802	SEQF1992	Pseudomonas	aeruginosa	HB15
cluster115	SEQF1057	Yersinia	pestis	Nepal516
cluster733	SEQF1361	Streptococcus	pyogenes	"M1 MGAS5005, ATCC BAA-947"
cluster2544	SEQF2343	Streptococcus	oralis subsp. oralis	SK610
cluster340	SEQF1167	Agrobacterium	tumefaciens	"str. C58, ATCC 33970"
cluster1131	SEQF1568	Yersinia	pestis	biovar Orientalis str. MG05-1020
cluster214	SEQF1111	Haemophilus	influenzae	6P18H1
cluster409	SEQF1196	Escherichia	coli	E110019 (O111:H9)
cluster1984	SEQF2146	Prevotella	denticola	CRIS 18C-A
cluster1408	SEQF1790	Neisseria	flavescens	SK114
cluster1512	SEQF1837	Staphylococcus	epidermidis	SK135
cluster1264	SEQF1659	Neisseria	oralis	F0314
cluster933	SEQF1507	Escherichia	coli	O157:H7 str. EC4042
cluster2691	SEQF2440	Corynebacterium	urealyticum	DSM 7111
cluster2115	SEQF2193	Pseudomonas	aeruginosa	39016
cluster1765	SEQF1980	Rhodobacter	capsulatus	SB 1003
cluster1439	SEQF1805	Staphylococcus	aureus	A5948
cluster1934	SEQF2096	Lactobacillus	iners	LEAF 2053A-b
cluster1240	SEQF1642	Streptococcus	pneumoniae	ATCC 700669
cluster2778	SEQF2505	Peptoniphilus	lacrimalis	DSM 7455
cluster1278	SEQF1675	Aggregatibacter	aphrophilus	F0387
cluster105	SEQF1055	Yersinia	pestis	CO92
cluster2225	SEQF2233	Streptococcus	pneumoniae	GA47901
cluster776	SEQF1384	Acinetobacter	baumannii	ATCC 17978
cluster546	SEQF1297	Pseudomonas	aeruginosa	PAO1
cluster638	SEQF1318	Staphylococcus	aureus	N315
cluster2851	SEQF2542	Lactobacillus	plantarum	16
cluster2452	SEQF2321	Agrobacterium	tumefaciens	5A
cluster3117	SEQF2695	Pseudomonas	otitidis	nan
cluster3845	SEQF3033	Corynebacterium	amycolatum	hmsc073h12
cluster748	SEQF1365	Streptococcus	pyogenes	SSI-1
cluster098	SEQF1054	Yersinia	pestis	Antiqua JGI
cluster3467	SEQF2880	Paenibacillus	glucanolyticus	5162
cluster697	SEQF1345	Streptococcus	pneumoniae	OXC141
cluster943	SEQF1510	Escherichia	coli	O157:H7 str. EC4113
cluster2314	SEQF2283	Mycobacterium	tuberculosis	CTRI-2
cluster3513	SEQF2894	Roseomonas	mucosa	au37
cluster2030	SEQF2168	Pseudomonas	aeruginosa	NCGM2.S1
cluster1277	SEQF1675	Aggregatibacter	aphrophilus	F0387
cluster810	SEQF1403	Streptococcus	pneumoniae	SP19-BS75
cluster2331	SEQF2285	Neisseria	meningitidis	G2136
cluster3596	SEQF2940	Corynebacterium	accolens	kpl1859
cluster1287	SEQF1679	Treponema	denticola	F0402
cluster1126	SEQF1568	Yersinia	pestis	biovar Orientalis str. MG05-1020
cluster1265	SEQF1659	Neisseria	oralis	F0314
cluster3072	SEQF2672	Mycobacterium	neoaurum	VKM Ac-1815D
cluster2593	SEQF2381	Pseudomonas	fluorescens	SS101
cluster2328	SEQF2284	Neisseria	meningitidis	alpha710
cluster2808	SEQF2525	Lactobacillus	plantarum	IPLA88
cluster1636	SEQF1915	Prevotella	marshii	DSM 16973
cluster796	SEQF1400	Streptococcus	pneumoniae	SP11-BS70
cluster1461	SEQF1810	Staphylococcus	aureus	A9299
cluster3332	SEQF2811	Veillonella	denticariosi	AS16
cluster508	SEQF1275	Neisseria	meningitidis	"serogroup C, FAM18"
cluster660	SEQF1329	Stenotrophomonas	maltophilia	K279a
cluster3678	SEQF2972	Corynebacterium	pseudodiphtheriticum	kpl1989
cluster1478	SEQF1814	Staphylococcus	aureus	A9765
cluster2097	SEQF2188	Yersinia	pestis	Z176003
cluster2810	SEQF2526	Lactobacillus	paracasei	Lpl7
cluster1753	SEQF1977	Ralstonia	pickettii	12D
cluster3269	SEQF2763	Mesorhizobium	loti	NZP2037
cluster3212	SEQF2716	Burkholderia	cepacia	JBK9
cluster110	SEQF1056	Yersinia	pestis	KIM10+
cluster1347	SEQF1713	Escherichia	coli	BW2952
cluster1837	SEQF2009	Streptococcus	sanguinis	ATCC 49296
cluster2770	SEQF2498	Lactobacillus	plantarum	UCMA 3037
cluster615	SEQF1313	Staphylococcus	aureus	JH9
cluster3798	SEQF3017	Corynebacterium	amycolatum	hmsc074c11
cluster305	SEQF1151	Bacillus	anthracis	str. A0465
cluster216	SEQF1112	Haemophilus	influenzae	7P49H1
cluster1171	SEQF1590	Streptococcus	pneumoniae	SP9v-BS293
cluster3537	SEQF2907	Corynebacterium	coyleae	hmsc11d10
cluster3657	SEQF2964	Corynebacterium	amycolatum	hmsc063g05
cluster3097	SEQF2689	Actinomyces	viscosus	C505
cluster3394	SEQF2850	Anoxybacillus	flavithermus	dsm_2641t
cluster3539	SEQF2907	Corynebacterium	coyleae	hmsc11d10
cluster430	SEQF1207	Escherichia	coli	IAI39 (O7:K1)
cluster1918	SEQF2075	Haemophilus	haemolyticus	M21621
cluster1594	SEQF1878	Treponema	denticola	ATCC 33521
cluster3239	SEQF2740	Porphyromonas	gingivalis	HG66
cluster3614	SEQF2948	Corynebacterium	aurimucosum	hmsc065d07
cluster846	SEQF1413	Delftia	acidovorans	"SPH-1, ATCC15668"
cluster118	SEQF1057	Yersinia	pestis	Nepal516
cluster2122	SEQF2196	Pseudomonas	fluorescens	WH6
cluster2962	SEQF2603	Ralstonia	pickettii	DTP0602
cluster3787	SEQF3012	Corynebacterium	amycolatum	hfh0082
cluster1778	SEQF1990	Cutibacterium	avidum	ATCC 25577
cluster3138	SEQF2696	Pseudomonas	aeruginosa	ATCC 14886
cluster2875	SEQF2559	Lactococcus	lactis	TIFN7
cluster1581	SEQF1869	Treponema	denticola	H-22/F0457
cluster3231	SEQF2730	Prevotella	bivia	DNF00650
cluster1770	SEQF1983	Fusobacterium	gonidiaformans	ATCC 25563
cluster2302	SEQF2276	Corynebacterium	diphtheriae	PW8
cluster3033	SEQF2636	Tannerella	sp. HMT 286	isolate Cell 5
cluster1242	SEQF1645	Mycobacterium	leprae	Br4923
cluster2779	SEQF2506	Peptostreptococcus	anaerobius	DSM 2949
cluster2309	SEQF2282	Gardnerella	vaginalis	1-May
cluster2365	SEQF2290	Bacillus	subtilis	subsp. spizizenii TU-B-10
cluster2410	SEQF2300	Stenotrophomonas	maltophilia	D457
cluster077	SEQF1038	Bacillus	anthracis	Ames Ancestor
cluster1959	SEQF2112	Lactobacillus	plantarum	JDM1
cluster3166	SEQF2704	Corynebacterium	diphtheriae	str. Aberdeen
cluster1212	SEQF1619	Pseudomonas	aeruginosa	LESB58
cluster2986	SEQF2610	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061
cluster1429	SEQF1802	Proteus	mirabilis	ATCC 29906
cluster3198	SEQF2716	Burkholderia	cepacia	JBK9
cluster2036	SEQF2169	Pseudomonas	fluorescens	F113
cluster318	SEQF1160	Fusobacterium	periodonticum	ATCC 33693
cluster3872	SEQF3042	Corynebacterium	aurimucosum	hmsc072a02
cluster169	SEQF1083	Anaerococcus	prevotii	"DSM 20548, PC1, ATCC 9321"
cluster819	SEQF1404	Streptococcus	pneumoniae	SP23-BS72
cluster1484	SEQF1830	Staphylococcus	aureus	MN8
cluster261	SEQF1132	Mycobacterium	tuberculosis	KZN 605
cluster1563	SEQF1852	Prevotella	histicola	F0411
cluster119	SEQF1057	Yersinia	pestis	Nepal516
cluster1606	SEQF1892	Brevundimonas	diminuta	"470-4, ATCC 13184"
cluster1951	SEQF2107	Klebsiella	pneumoniae	subsp. pneumoniae HS11286
cluster2927	SEQF2586	Variovorax	paradoxus	B4
cluster1071	SEQF1560	Yersinia	pestis	biovar Antiqua str. B42003004
cluster449	SEQF1218	Escherichia	coli	UMN026 (O17:K52:H18)
cluster063	SEQF1034	Mycobacterium	tuberculosis	H37Rv (lab strain)
cluster3440	SEQF2867	Paracoccus	yeei	fdaargos_252
cluster1845	SEQF2023	Streptococcus	oralis subsp. oralis	ATCC 35037
cluster226	SEQF1129	Mycobacterium	tuberculosis	H37Ra
cluster1295	SEQF1687	Capnocytophaga	sp. HMT 338	F0234
cluster1359	SEQF1723	Neisseria	meningitidis	alpha14
cluster3730	SEQF2993	Corynebacterium	tuberculostearicum	kpl1860
cluster1487	SEQF1830	Staphylococcus	aureus	MN8
cluster3879	SEQF3044	Corynebacterium	striatum	hmsc05d08
cluster3831	SEQF3029	Corynebacterium	simulans	hmsc06g04
cluster109	SEQF1056	Yersinia	pestis	KIM10+
cluster3439	SEQF2867	Paracoccus	yeei	fdaargos_252
cluster2270	SEQF2270	Corynebacterium	diphtheriae	CDCE 8392
cluster1919	SEQF2076	Haemophilus	haemolyticus	M21639
cluster3466	SEQF2880	Paenibacillus	glucanolyticus	5162
cluster1611	SEQF1897	Corynebacterium	durum	F0235
cluster224	SEQF1129	Mycobacterium	tuberculosis	H37Ra
cluster1903	SEQF2060	Enterococcus	saccharolyticus	30_1
cluster2660	SEQF2411	Afipia	broomeae	ATCC 49717
cluster848	SEQF1413	Delftia	acidovorans	"SPH-1, ATCC15668"
cluster2332	SEQF2285	Neisseria	meningitidis	G2136
cluster2448	SEQF2310	Peptidiphaga	sp. HMT 183	F0552
cluster1969	SEQF2124	Listeria	monocytogenes	J1-220
cluster331	SEQF1165	Neisseria	subflava	NJ9703
cluster3200	SEQF2716	Burkholderia	cepacia	JBK9
cluster1249	SEQF1648	Corynebacterium	matruchotii	ATCC 33806
cluster2300	SEQF2276	Corynebacterium	diphtheriae	PW8
cluster2926	SEQF2586	Variovorax	paradoxus	B4
cluster2116	SEQF2196	Pseudomonas	fluorescens	WH6
cluster2704	SEQF2444	Leptotrichia	sp. HMT 215	W9775
cluster3666	SEQF2969	Corynebacterium	pilbarense	hmsc05h05
cluster308	SEQF1151	Bacillus	anthracis	str. A0465
cluster1107	SEQF1565	Yersinia	pestis	biovar Orientalis str. F1991016
cluster344	SEQF1170	Bacillus	clausii	KSM-K16
cluster005	SEQF1008	Capnocytophaga	ochracea	"DSM 7271, ATCC 27872, JCM 12966"
cluster3404	SEQF2853	Haematobacter	missouriensis	h2381
cluster677	SEQF1341	Streptococcus	pneumoniae	670-6B
cluster3446	SEQF2871	Kocuria	rhizophila	fdaargos_302
cluster689	SEQF1343	Streptococcus	pneumoniae	INV104
cluster1806	SEQF1993	Pseudoramibacter	alactolyticus	ATCC 23263
cluster263	SEQF1132	Mycobacterium	tuberculosis	KZN 605
cluster2033	SEQF2168	Pseudomonas	aeruginosa	NCGM2.S1
cluster1163	SEQF1589	Streptococcus	pneumoniae	SP14-BS292
cluster2234	SEQF2241	Streptococcus	pneumoniae	SPNA45
cluster624	SEQF1315	Staphylococcus	aureus	MSSA476
cluster3725	SEQF2992	Corynebacterium	amycolatum	hmsc063f04
cluster1344	SEQF1712	Escherichia	coli	O103:H2 str. 12009
cluster912	SEQF1492	Staphylococcus	aureus	MRSA USA300_TCH1516
cluster245	SEQF1130	Mycobacterium	tuberculosis	KZN 1435
cluster1833	SEQF2004	Streptococcus	vestibularis	ATCC 49124
cluster088	SEQF1041	Bacillus	anthracis	Sterne
cluster549	SEQF1297	Pseudomonas	aeruginosa	PAO1
cluster2825	SEQF2534	Enterococcus	durans	ATCC 6056
cluster620	SEQF1314	Staphylococcus	aureus	MRSA252
cluster2007	SEQF2165	Cutibacterium	acnes	TypeIA2 P.acn31
cluster3063	SEQF2672	Mycobacterium	neoaurum	VKM Ac-1815D
cluster1596	SEQF1878	Treponema	denticola	ATCC 33521
cluster121	SEQF1059	Streptococcus	pneumoniae	G54
cluster2913	SEQF2583	Acidipropionibacterium	acidifaciens	DSM 21887
cluster3234	SEQF2733	Prevotella	denticola	DNF00960
cluster2654	SEQF2411	Afipia	broomeae	ATCC 49717
cluster1164	SEQF1589	Streptococcus	pneumoniae	SP14-BS292
cluster3639	SEQF2955	Corynebacterium	simulans	hmsc06d04
cluster3330	SEQF2808	Cutibacterium	sp. HMT 193	F0672
